41879594	PMC13130912	10.1016/j.jaccas.2026.107552	JACC Case Rep	2026	Prinz	Safety and Feasibility of Transcatheter Aortic Valve Replacement in Patients With Hematologic Neoplasms.
41860492	PMC13130917	10.1016/j.jaccas.2026.107501	JACC Case Rep	2026	Yamamoto	Valve Pop-Up and Infolding in Transcatheter Aortic Valve Replacement for a Heavily Calcified Bicuspid Valve.
42017851		10.1016/j.jaccas.2026.108016	JACC Case Rep	2026	Jadvani	Late Sinus of Valsalva Sequestration After Transcatheter Aortic Valve Implantation in Native Aortic Valve.
42017248		10.1016/j.jaccas.2026.108251	JACC Case Rep	2026	Xu	Precision Management of High-Risk Coronary Obstruction During TAVR Using a Physiology-Guided Strategy.
42017247		10.1016/j.jaccas.2026.108304	JACC Case Rep	2026	Chen	A Combined Strategy for TAVR in High-Risk Anatomy: Small Ventricle and Low Coronary Ostia.
41837945	PMC13104369	10.1016/j.jaccas.2026.107381	JACC Case Rep	2026	Kamitani	Surgical Findings of Iatrogenic Aortic Regurgitation After Percutaneous Left Atrial Appendage Device Retrieval.
41811287	PMC13104054	10.1016/j.jaccas.2026.107362	JACC Case Rep	2026	Hu	Management of a Chronically Infolded Self-Expanding Aortic Valve.
41979549		10.1016/j.jaccas.2026.107820	JACC Case Rep	2026	Liu	Transapical TAVR in Native Aortic Regurgitation With Chronic Type A Dissection.
41925257	PMC13080837	10.1016/j.jaccas.2026.106864	JACC Case Rep	2026	Jha	Post-Myocardial Infarction Ventricular Septal Defect Percutaneous Closure.
41670576	PMC13080863	10.1016/j.jaccas.2026.106960	JACC Case Rep	2026	Shrestha	Obstructive Hypoattenuated Leaflet Thickening in a Complex Valve-in-Valve TAVR Successfully Treated With Thrombolysis.
41902823		10.1016/j.jaccas.2026.107365	JACC Case Rep	2026	Corona	The Snubbed Complication: Why Postinfarction Ventricular Septal Defect Management Lacks Evidence-Based Guidance in 2026.
41902815		10.1016/j.jaccas.2026.107635	JACC Case Rep	2026	Silva	Aortic Root and Tricuspid Annulus Reconstruction for Transcatheter Valve Replacement-Associated Infective Endocarditis in an Octogenarian.
41885655		10.1016/j.jaccas.2026.107633	JACC Case Rep	2026	Patil	Evaluation and Management of Cardiac Tamponade During Transcatheter Aortic Valve Replacement.
41689575	PMC13008538	10.1016/j.jaccas.2026.106869	JACC Case Rep	2026	Saigan	Strategic Reintervention With Marked Oversizing and Overexpansion in TAV-in-SAV for Hemolytic Paravalvular Leak.
41830936		10.1016/j.jaccas.2026.107379	JACC Case Rep	2026	Kumar	Anatomic Determinants and Procedural Strategies for TAVR in Patients With Prior Mechanical Mitral Valve Replacement.
41823903		10.1016/j.jaccas.2026.107274	JACC Case Rep	2026	Pompei	Frozen Leaflet During Transcatheter Balloon-Expandable Aortic Valve Implantation: Early Recognition and Safe Management.
41817271	PMC13002532	10.1016/j.jaccas.2026.106928	JACC Case Rep	2026	Asselin	Removal of Massive Left Atrial Appendage Closure Device-Related Thrombus With Complete Embolic Protection: Step-by-Step Technique.
41784304	PMC13100547	10.1016/j.jaccas.2025.105225	JACC Case Rep	2026	Kodesh	Multidisciplinary Management and Hemodynamic Rescue of Cardiogenic Shock in RCA STEMI With Severe Mitral Regurgitation.
41563194	PMC12948603	10.1016/j.jaccas.2025.106605	JACC Case Rep	2026	Hauptmann	Transcatheter Mitral Repair as a Bridge to Cancer Therapy in a Young Patient With Marantic Endocarditis.
41563190	PMC12948566	10.1016/j.jaccas.2025.106654	JACC Case Rep	2026	Sedhom	Transcatheter Closure of an LVOT to LA Fistula After Aortic Bioprosthetic Valve Fracture.
41537733	PMC12926021	10.1016/j.jaccas.2025.106548	JACC Case Rep	2026	Onishi	Balloon Rupture of a Balloon-Expandable Valve in Redo TAVR for Failed Self-Expanding Valve.
41532911	PMC12926003	10.1016/j.jaccas.2025.106527	JACC Case Rep	2026	Nishi	Intravascular Lithotripsy of Negatively Remodeled Calcified Abdominal Aorta to Facilitate Transfemoral Transcatheter Aortic Valve Replacement.
41400611	PMC12925999	10.1016/j.jaccas.2025.106523	JACC Case Rep	2026	Ando	Continuous Assessment of Left Ventricular Outflow Obstruction in Transcatheter Aortic Valve Implantation.
41665587		10.1016/j.jaccas.2026.106921	JACC Case Rep	2026	Cooney	Novel Use of Radiofrequency Guidewire in Leaflet Modification: The BABICORN and ROBIN Procedures.
41641912	PMC12881298	10.1016/j.jaccas.2025.106415	JACC Case Rep	2026	Hu	Aortic Valve Stenosis and Insufficiency Combined With Aortic Coarctation.
41396079	PMC12881268	10.1016/j.jaccas.2025.106294	JACC Case Rep	2026	Frisoli	Left Main Coronary Artery Obstruction After Transcatheter Heart Valve Implantation for Aortic Regurgitation.
41379053	PMC12882310	10.1016/j.jaccas.2025.106215	JACC Case Rep	2026	Valand	Transcatheter Repair of Aortopulmonary Fistula With VSD Occluder After Surgical Aortic Valve Replacement for Aortic Valve Endocarditis.
41269192	PMC12926073	10.1016/j.jaccas.2025.106066	JACC Case Rep	2026	Valle	Fibrinolysis for Apical Thrombus as a Bridge to Emergent Valve-in-Valve Transcatheter Aortic Valve Replacement.
41563215		10.1016/j.jaccas.2025.106579	JACC Case Rep	2025	Nobile	Transcatheter Mitral Valve-in-Valve Replacement: Overcoming an Obstacle Race.
41186541	PMC12802683	10.1016/j.jaccas.2025.105930	JACC Case Rep	2025	Kobari	ICE-Guided False Lumen Occlusion Following Combined TAVR and TEVAR.
41175118	PMC12802590	10.1016/j.jaccas.2025.105917	JACC Case Rep	2025	Tadokoro	Clinical Course After Transcatheter Aortic Valve Replacement for Takayasu Arteritis-Related Aortic Stenosis and Regurgitation.
41386948	PMC12861651	10.1016/j.jaccas.2025.105896	JACC Case Rep	2025	Farrow-Cypel	Modern Management of Massive Pulmonary Emboli and Concurrent Grade III Splenic Laceration.
41386941	PMC12861642	10.1016/j.jaccas.2025.105893	JACC Case Rep	2025	Peng	Bailout Strategies for Balloon Entrapment During TAVR in Type 0 Bicuspid Aortic Valve.
41128692	PMC12861657	10.1016/j.jaccas.2025.105840	JACC Case Rep	2025	Hakim	Intraprocedural Cardiac Arrest and Multivessel Spasm During Transcatheter Aortic Valve Replacement.
41123533	PMC12790210	10.1016/j.jaccas.2025.105754	JACC Case Rep	2025	Rehan	Intravascular Lithotripsy-Enabled Transcatheter Aortic Valve Replacement in Heavily Calcified Bicuspid Aortic Valve.
41108318	PMC12790216	10.1016/j.jaccas.2025.105756	JACC Case Rep	2025	Love	Non-ST-Segment Elevation Myocardial Infarction Secondary to Embolic Prosthetic Valve Thrombus: A Rare Post-Transcatheter Aortic Valve Replacement Complication.
41238247	PMC12676146	10.1016/j.jaccas.2025.105711	JACC Case Rep	2025	Theriot	Reducing Readmissions After Transcatheter Aortic Valve Replacement Through Enhanced Transitional Care.
41238236	PMC12676166	10.1016/j.jaccas.2025.105614	JACC Case Rep	2025	Theriot	Reducing TAVR Vascular Complications Through Multidisciplinary Process Optimization.
41173625	PMC12665857	10.1016/j.jaccas.2025.105586	JACC Case Rep	2025	Kameda	Late Complications of TAVR: Endocarditis and Dissection Managed With Strategic Surgery.
41136054	PMC12789762	10.1016/j.jaccas.2025.105343	JACC Case Rep	2025	Demir	TAV-in-TAV to Rescue Suboptimal Index TAVR: The Critical Role of Anatomy.
41136048	PMC12789756	10.1016/j.jaccas.2025.105526	JACC Case Rep	2025	D'Errico Ramirez	Septic Coronary Embolism and Myocardial Rupture After Valve-in-Valve TAVR Endocarditis.
41136039	PMC12789799	10.1016/j.jaccas.2025.105666	JACC Case Rep	2025	Asselin	Transfemoral Retrograde Transcatheter Mechanical Thrombectomy of Massive Left Ventricular Thrombus.
41136032	PMC12789743	10.1016/j.jaccas.2025.104356	JACC Case Rep	2025	Khan	Surgical Reintervention for Complex, Multivalvular Rheumatic Heart Disease.
41106900	PMC12793876	10.1016/j.jaccas.2025.105478	JACC Case Rep	2025	Sami	Alpha-Gal Syndrome and Aortic Valve Replacement.
41106893	PMC12793868	10.1016/j.jaccas.2025.105373	JACC Case Rep	2025	Frisoli	Transseptal Access Through Prior Atrial Septal Occluder Device for TMVR for Prosthetic Mitral Valve Degeneration.
40944680	PMC12793856	10.1016/j.jaccas.2025.105350	JACC Case Rep	2025	Vidoni	Dual Percutaneous Repair for Aortic Annulus Rupture After Balloon-Expandable TAVR.
41072982	PMC12516290	10.1016/j.jaccas.2025.105299	JACC Case Rep	2025	Altaf	Renal Artery Perforation During Transcatheter Aortic Valve Replacement.
41043937	PMC12540457	10.1016/j.jaccas.2025.105313	JACC Case Rep	2025	Taniguchi	Acute Occlusion of Right Coronary Artery During Transcatheter Aortic Valve Replacement of a Bicuspid Valve.
41005845	PMC12539483	10.1016/j.jaccas.2025.105228	JACC Case Rep	2025	Mason	Iatrogenic Reopening of a Congenital VSD After TAVR.
41005842	PMC12539440	10.1016/j.jaccas.2025.105222	JACC Case Rep	2025	Lateef	Left Main Obstruction From Paravalvular Leak Closure Device in Patient With Surgical Aortic Valve Replacement.
40973330	PMC12478498	10.1016/j.jaccas.2025.105094	JACC Case Rep	2025	Mussayev	The First Pediatric LAMPOON Procedure for TMVR (Valve-in-Ring).
40846372	PMC12371372	10.1016/j.jaccas.2025.104671	JACC Case Rep	2025	Husain	Iatrogenic VSDs After TAVRs and Electrophysiologic Implications.
40682582	PMC12371381	10.1016/j.jaccas.2025.104553	JACC Case Rep	2025	Patel	Salvaging Percutaneously a Suboptimal TAVR Deployment with Repositioning In the Thoracic Aorta: A Novel Snare-Mediated Approach to Prosthesis Malposition.
40589295	PMC12371379	10.1016/j.jaccas.2025.104669	JACC Case Rep	2025	Ghoneem	First-in-Human BASILICA Before Valve-in-Valve TAVR in a Mechanically Expanded, Legacy Valve.
40780803	PMC12426539	10.1016/j.jaccas.2025.104565	JACC Case Rep	2025	Kim	Delayed Mitral Prosthesis Dehiscence Following Transcatheter Aortic Valve Replacement.
40780765	PMC12426552	10.1016/j.jaccas.2025.104653	JACC Case Rep	2025	Betti	Mitral Transcatheter Edge-to-Edge Repair for Anterior Leaflet Flail Induced by Transapical Transcatheter Aortic Valve Replacement.
40750182	PMC12441542	10.1016/j.jaccas.2025.104345	JACC Case Rep	2025	Mengi	Live Hemodynamics-Assisted Simultaneous Aortic and Mitral Valve-in-Valve Replacement.
40750151	PMC12441510	10.1016/j.jaccas.2025.104431	JACC Case Rep	2025	Giustino	Balloon-Assisted Leaflet Laceration to Prevent Coronary Obstruction During TAVR: Step-by-Step Modified UNICORN.
40750137	PMC12441492	10.1016/j.jaccas.2025.104437	JACC Case Rep	2025	Issany	Delayed Migration of a Transcatheter Aortic Valve Into the Left Ventricular Outflow Tract.
40713119	PMC12441541	10.1016/j.jaccas.2025.104154	JACC Case Rep	2025	Olorunda	Stabilization of Embolized Transcatheter Heart Valve With a Left Subclavian Artery Stent.
40681254	PMC12441358	10.1016/j.jaccas.2025.104169	JACC Case Rep	2025	Ackermann	Subclinical Delayed Coronary Ostial Obstruction After Transcatheter Aortic Valve Replacement With a High-Frame Transcatheter Valve.
40645725	PMC12441434	10.1016/j.jaccas.2025.103885	JACC Case Rep	2025	Jabagi	Early TAVR Explantation Due to a Large Mobile Leaflet Mass and Severe Prosthetic Valve Stenosis.
40645715	PMC12441385	10.1016/j.jaccas.2025.103907	JACC Case Rep	2025	Pennacchi	Balloon-Expandable Transcatheter Heart Valve Dislocation Into the Left Ventricle Successfully Repositioned by an "Anchoring Balloon".
